Province,District,Sub-district,Vaccination site,Address,Open days per week,Type
Mpumalanga,Ehlanzeni DM,Bushbuckridge LM,Matikwana Hospital,Mkhuhlu Main Road,5 days,Public
Mpumalanga,Ehlanzeni DM,Bushbuckridge LM,Tintswalo Hospital,Next to Police Station,5 days,Public
Mpumalanga,Ehlanzeni DM,City of Mbombela,Rob Ferreira Hospital,Cnr Piet Retief Street and Madiba Drive,5 days,Public
Mpumalanga,Ehlanzeni DM,City of Mbombela,Themba Hospital,1213 Kabokweni Main Road,5 days,Public
Mpumalanga,Ehlanzeni DM,Nkomazi LM,Shongwe Hospital,Jeppes Rief Road,5 days,Public
Mpumalanga,Ehlanzeni DM,Nkomazi LM,Tonga Hospital,Mzinti Mangweni Road,5 days,Public
Mpumalanga,Ehlanzeni DM,Thaba Chweu LM,Sabie Hospital,Hospital Street,5 days,Public
Mpumalanga,Gert Sibande DM,Chief Albert Luthuli LM,Embhuleni Hospital,Diepqezet Road,5 days,Public
Mpumalanga,Gert Sibande DM,Dipaleseng,Nthoroane Clinic,"473 Thwala Str, Nthoroane Greylingstad",5 days,Public
Mpumalanga,Gert Sibande DM,Dr Pixley Ka Isaka Seme LM,Vukuzakhe Clinic,"849/36 Lindela Section Vukuzakhe Location Mavuso Street, Volksrust",5 days,Public
Mpumalanga,Gert Sibande DM,Govan Mbeki LM,Evander Hospital,Corner of Bolongna and Lausanne Streets,5 days,Public
Mpumalanga,Gert Sibande DM,Govan Mbeki LM,Sead Clinic,5426 Victor Khanyisile Street Emzinoni,5 days,Public
Mpumalanga,Gert Sibande DM,Lekwa LM,Standerton Hospital,Lang street ext Sakhile location,5 days,Public
Mpumalanga,Gert Sibande DM,Mkhondo LM,Piet Retief Hospital,Stand 29 Church Street Piet Retief,5 days,Public
Mpumalanga,Gert Sibande DM,Msukaligwa LM,Breyten Clinic,"2 Breytenbach Street, Breyten",5 days,Public
Mpumalanga,Gert Sibande DM,Msukaligwa LM,Ermelo Hospital,1 Joubert Street,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Allemansdrift B Clinic,327 Mbhongo Village.Next To Mbhongo School,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Allemansdrift C CHC,Stand No 837/38 Next To Aleemansdrift Community Hall,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Allmansdrift B Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Allmansdrift C Community Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Bloedfontein Clinic,"K05 Senotlelo Village, Next To Motlhatseng Primary School",5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,De Beersput Clinic,275 De Beersput Kabete,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Digwale Community Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Ga Maria Homebase Care Centre,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Ga-Phaahla Hall,Mandela Street,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Greenside CHC,Greenside Main Road,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Haakdoringlaagte Clinic,Stand No 300 Ga-Maria Next To Roman Catholic Church,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Kalkfontein Clinic,"No 599, Mzimdala Section Mmametlhake",5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Kameelrivier B Clinic,"Thuthuka Street, Kameelrivier B Babethu",5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Kameelrivier B Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Katjibana Tribal Office Center,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Kliplaatdrift Clinic,Next To Matshiding Taxi Rank Siyabuswa,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Leeufontein Clinic,Stand No: 33 Section A Leeufontein Next To Ilanga Supermarket,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Lefiso Community Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Lefisoane Clinic,Stand No E663.Ditlhagane Section Next To Lefisoane Primary,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Lefisoane Hall,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Loding Dutch Reformed Church,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Magana Aids Project Centre,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Makometsane Roman Catholic Church,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Marapyane CHC,"Stand No 10399 Ga-Rasebidi Section,Next To Old Pelonolo Special School",5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Marapyane Hall,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Marathobolong Home base Care Centre,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Matshiding Community Hall,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Mmametlhake CHC,"86B Napiri Section, Mmametlhake",5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Mmametlhake Hospital,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Mmametlhake Hospital,3695 Napier Street,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Mogononong Home base Care Centre,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Molapomogale,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Nkosini Cluster Community Hall,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Nokaneng CHC,690 Lengelengeleng Section Nokaneng Next To Thekiso Primary School,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Nokaneng Community Hall,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Pankop Community Hall,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Phake Bethesda Church,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Phake Clinic,Phaphamang Section Next To Mabothe High School,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Phake Rankaile Social Grant Pay Point,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Phake Ratlhagane Dutch Reformed Church,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Pieterskraal Clinic,36 Thamane Street Next To Matsheni Butchery,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Pieterskraal Ndebele Church,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Rhenosterkop Clinic,Stand No: E1444 Next To Malebo High School And Moutse Primary School,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Seabe CHC,"1550 Mosate Section, Seabe",5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Seabe Mmutle School,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Senotlelo Multipurpose Centre,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Senzangakhona Digital Village Clinic,Senzangakhona Digital Village Clinic,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Siyabuswa CHC,2404 Bongimfundo Street Siyabuswa A Next To Unity Funeral Group,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Thabana Community Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Troya CBC Church,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Troya Clinic,Stand No 9 Troya Village Next To Gobolibi,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Vaalbank Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Valschfontein Clinic,2300 Bongimfundo Street Syiabuswa Next To C N Mahlangu Fet College,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Watervaal Social Grant PayPoint,Mandela Street,3 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Witlaagte Clinic,Near Litho High School,5 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Witllagte Tribal Hall,Mandela Street,2 days,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Wolwekraal Church Of God,Mandela Street,1 day,Public
Mpumalanga,Nkangala DM,Dr JS Moroka LM,Wolwekraal Clinic,Stand 92 Next To Jk Driving School,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Belfast Gateway Clinic,"25 Scheepels Street, Belfast",5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Ben Gazi Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Beyers Naude Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,HA Grove Hospital,103 Bhekumuzi Masango Drive,7 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Machadodorp Clinic,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Machadodorp Clinic,"Cnr Kruger President And Butana Jele Street, Machadodorp",5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Sakhelwe Clinic,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Sakhelwe Clinic,Sinethemba Street Dullstroom,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Siyathuthuka Clinic,"Cnr Sakhile And Zakheni Street, Belfast",5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Siyathuthuka Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Waterval Boven Gateway Clinic,"1 Park Lane, Waterval Boven",5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Wonderfontein Clinic,Wonderfontein Behind Puma Garage Belfast,5 days,Public
Mpumalanga,Nkangala DM,Emakhazeni LM,Wonderfontein Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Emalahleni LM,Cosmos Private Hospital,"Ext 16, Witbank, Emalahleni",5 days,Private
Mpumalanga,Nkangala DM,Emalahleni LM,Impungwe Hospital,Mandela Street,5 days,Public
Mpumalanga,Nkangala DM,Emalahleni LM,Klarinet CHC,612 Ext 3,,Public
Mpumalanga,Nkangala DM,Emalahleni LM,Siphosesimbi CHC,1958 Chief Masango Street,7 days,Public
Mpumalanga,Nkangala DM,Emalahleni LM,Witbank Hospital,Mandela Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Adelaide Tambo Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,CCM Church,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Cynthia Murphy Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Eastdene Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Eric Jiyane Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Hendrina Municipal Chamber,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Kwazamokuhle Clinic,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Middelburg Hospital,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Nasareth Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Piet Tlou Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Rockdale Clinic,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Sikhululiwe Clinic,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Sr Mashiteng Clinic,"2116 Maraba Street, Middelburg",7 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Sydney Choma Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Steve Tshwete LM,Taaljard Cricketclub Hall,Walter Sisulu Hospital Street,5 days,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Boekenhoutheok (Endlini yabo Gogo),Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Goederede (Pastor Modau),Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Kwaggafontein CHC,Wtbank,5 days,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Kwaggafontein Community Hall,Wtbank,3 days,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,KwaMhlanga Hospital,Solomon Mahlangu Drive,5 days,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Lakloof Community Hall,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Leratong Hall,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Mandela Community Hall,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Thembalethu CHC,Wtbank,5 days,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Tweefontein M (God is Able Church),Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Verena Community Hall,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Vlaklaagte No 2 Centres,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Wolvenkop Community Hall,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Thembisile Hani LM,Zakheni Hall,Wtbank,1 day,Public
Mpumalanga,Nkangala DM,Victor Khanye LM,Botleng Extension 3 Clinic,Mandela Street,5 days,Public
Limpopo,Capricorn DM,Polokwane LM,Clicks Pharmacy Polokwane 2,Corner Hans Van Rensburg and Grobler Street,5 days,Clicks (Private)
Limpopo,Vhembe DM,Musina LM,Clicks Pharmacy Musina Mall,Cnr Smelter Avenue & The Great North Road N1,5 days,Clicks (Private)
Limpopo,Sekhukhune DM,Fetakgomo Tubatse LM,Clicks Pharmacy Tubatse Crossing,Tubatse Crossing,5 days,Clicks (Private)
Limpopo,Capricorn DM,Polokwane LM,Clicks Pharmacy Cycad,"Shop 14, Cycad Centre, CNR Genl.Marits Street & Outspan Drive, Bendor",5 days,Clicks (Private)
Limpopo,Waterberg DM,Mookgophong/Modimolle LM,Clicks Pharmacy Modi Mall,Cnr Thabo Mbeki Drive And River Street,5 days,Clicks (Private)
Limpopo,Vhembe DM,Makhado LM,Clicks Pharmacy Giyani,Malamulele Road,5 days,Clicks (Private)
Limpopo,Waterberg DM,Thabazimbi LM,Clicks Pharmacy Thaba Mall,"Shop 41, Thaba Mall Cnr R510 and Warmbard Road",5 days,Clicks (Private)
Limpopo,Vhembe DM,Thulamela LM,Dis-Chem Thavhani Mall Pharmacy,"shop L164, Thavhani Mall, Thohoyandou, Limpopo.",6 days,Dis-Chem (Private)
Limpopo,Capricorn DM,Polokwane LM,Dis-Chem Pharmacy - Polokwane North,Cnr R81 & N1 Roads,6 days,Dis-Chem (Private)
Limpopo,Capricorn DM,Polokwane LM,Dis-Chem TLC Market Street Pharmacy,62 Market Street,6 days,Dis-Chem (Private)
Limpopo,Waterberg DM,Bela-Bela LM,Medlin Apteek,"Shop 26, Bushveld Centre, Cnr Marx & Potgieter Street",6 days,ICPA (Private)
Limpopo,Waterberg DM,Bela-Bela LM,Van Heerden Pharmacy Bela Mall,"Shop 16, Bela Mall, R101 Road",6 days,ICPA (Private)
Limpopo,Waterberg DM,Bela-Bela LM,Van Heerden Apteek En Medisyne Depot,Voortrekkerweg 25,6 days,ICPA (Private)
Limpopo,Sekhukhune DM,Fetakgomo Tubatse LM,Burgersfort Pharmacy,"Morone Shopping Centre, Kastania Street, Burgersfort",6 days,ICPA (Private)
Limpopo,Sekhukhune DM,Fetakgomo Tubatse LM,Burmed Pharmacy,Twin City Complex,6 days,ICPA (Private)
Limpopo,Vhembe DM,Thulamela LM,Sabina Pharmacy,"Shop A9 Sabina Plaza Complex, 101 Mphephu Street, Thohoyandou, 0950",6 days,ICPA (Private)
Limpopo,Mopani DM,Greater Letaba LM,Van Heerden Pharmacy Tzaneen,"Shop 5 Lifestyle Mall, R71",6 days,ICPA (Private)
Limpopo,Waterberg DM,Thabazimbi LM,Van Heerden Pharmacy - Thabazimbi,Warmbath Road,6 days,ICPA (Private)
Limpopo,Waterberg DM,Lephalale LM,Van Heerden Apteek Lephalale,Shop 54 Lephalale Mall cnr Chris Hani and Nelson Mandela,6 days,ICPA (Private)
Limpopo,Waterberg DM,Mookgophong/Modimolle LM,Van Heerden Pharmacy Checkers - Nylstroom,Corner Potgieter & Meinnger Streets,6 days,ICPA (Private)
Limpopo,Vhembe DM,,Medhof Apteek,66 Van Der Bijl Street,6 days,ICPA (Private)
Limpopo,Vhembe DM,Thulamela LM,Goloza Pharmacy & Medicine Depot,Timbercity Street,6 days,ICPA (Private)
Limpopo,Sekhukhune DM,E Motsoaledi LM,Regicare Pharmacy,Shop 9Bauhinia Centre Grobler Groblersdal,6 days,ICPA (Private)
Limpopo,Capricorn DM,Polokwane LM,Cure-O-Pharm Pharmacy,42 Thabo Mbeki Street,6 days,ICPA (Private)
Limpopo,Capricorn DM,Polokwane LM,Gazamed Pharmacy,"Shop 6, Benstore Mall",6 days,ICPA (Private)
Limpopo,Mopani DM,Ba-Phalaborwa LM,Van Heerden Pharmacy Phalaborwa,"Shop 29, Eden Square, c/o Nelson Mandela & Palm Avenue",6 days,ICPA (Private)
Limpopo,Mopani DM,Greater Tzaneen LM,Mediclinic Tzaneen Hosp,34 Douglas Street,5 days,Mediclinic (Private)
Limpopo,Capricorn DM,Polokwane LM,Mediclinic Limpopo Hosp,53 Plein Street,5 days,Mediclinic (Private)
Limpopo,Capricorn DM,Polokwane LM,Netcare Pholoso Hosp,Cnr Grobler Street and Eland Avenue,6 days,Netcare (Private)
Limpopo,Capricorn District,Blouberg LM,Blouberg Team A,,4 days,Public
Limpopo,Capricorn District,Blouberg LM,Helene Franz Hospital,Bochum Road Blouberg Rural,6 days,Public
Limpopo,Capricorn District,Lepelle-Nkumpi LM,Lebowakgomo Hospital,Zone A Lebowakgomo,6 days,Public
Limpopo,Capricorn District,Lepelle-Nkumpi LM,Zebediela Hospital,Magatle Village,6 days,Public
Limpopo,Capricorn District,Molemole LM,Botlokwa Hospital,Ramakgopa Road,6 days,Public
Limpopo,Capricorn District,Polokwane LM,Mankweng Hospital,Hout-Bosdorp Road,6 days,Public
Limpopo,Capricorn District,Polokwane LM,Polokwane Hospital,Hospital Street,6 days,Public
Limpopo,Capricorn District,Polokwane LM,Seshego Hospital,1 Bookelo Street,6 days,Public
Limpopo,Capricorn District,Polokwane LM,WF Knobel Hospital,Gilliard Road,6 days,Public
Limpopo,Mopani District,Ba-Phalaborwa LM,Maphutha L Malatjie Hospital,3517 B Maphutha Drive,6 days,Public
Limpopo,Mopani District,Greater Giyani LM,Nkhensani Hospital,Giyani Indusrial Site,6 days,Public
Limpopo,Mopani District,Greater Letaba LM,Kgapane Hospital,Next to Modjadji Plaza Main Road,6 days,Public
Limpopo,Mopani District,Greater Tzaneen LM,Dr CN Phatudi Hospital,Makhubiding Village,6 days,Public
Limpopo,Mopani District,Greater Tzaneen LM,Letaba Hospital,Tarentaal Road,6 days,Public
Limpopo,Mopani District,Greater Tzaneen LM,Van Velden Memorial (Tzaneen) Hospital,"Corner 3rd Avenue and Claude Wheatly street, Medi Park Tzaneen",6 days,Public
Limpopo,Mopani District,Maruleng LM,Sekororo Hospital,D21 Moropu Mmola Road,6 days,Public
Limpopo,Sekhukhune District,E Motsoaledi LM,Groblersdal Hospital,Voortrekker Road,6 days,Public
Limpopo,Sekhukhune District,E Motsoaledi LM,Groblersdal Hospital,Voortrekker Road,4 days,Public
Limpopo,Sekhukhune District,E Motsoaledi LM,Philadelphia Hospital,246 Philadelphia Main Road Dennilton AH Dennilton Road,6 days,Public
Limpopo,Sekhukhune District,Ephraim Mogale LM,Matlala Hospital,Matlala 22 Marble Hall Road,6 days,Public
Limpopo,Sekhukhune District,Fetakgomo Tubatse LM,Dilokong Hospital,"Dilokong Hospital Pharmacy, Corner of R37 and Modikwa Mine Road, Driekop",6 days,Public
Limpopo,Sekhukhune District,Fetakgomo Tubatse LM,Mecklenburg Hospital,Next to Police Station R37 Moroke,6 days,Public
Limpopo,Sekhukhune District,Makhuduthamaga LM,Jane Furse Hospital,MAMONE ROAD: JANE FURSE: 1085,6 days,Public
Limpopo,Sekhukhune District,Makhuduthamaga LM,St Rita's Hospital,R509 Nebo Road Glen Cowie,6 days,Public
Limpopo,Vhembe District,Collins Chabane LM,Malamulele Hospital,1 Main Street,7 days,Public
Limpopo,Vhembe District,Makhado LM,Elim Hospital,Giyani Road,6 days,Public
Limpopo,Vhembe District,Makhado LM,Louis Trichardt Hospital,Hospital Street,6 days,Public
Limpopo,Vhembe District,Makhado LM,Siloam Hospital,Venda Sun Road,6 days,Public
Limpopo,Vhembe District,Musina LM,Messina Hospital,Corner of Calderwood Avenue and Whyte Road,6 days,Public
Limpopo,Vhembe District,Thulamela LM,Donald Fraser Hospital,"Donald Fraser Hospital Pharmacy, Vhufuli Tshitereke Road, Vhufuli, Sibasa",6 days,Public
Limpopo,Vhembe District,Thulamela LM,Thohoyandou CHC,Punda Maria Road R524,7 days,Public
Limpopo,Vhembe District,Thulamela LM,Tshilidzini Team A,,4 days,Public
Limpopo,Waterberg District,Bela-Bela LM,Warmbaths Team A,,4 days,Public
Limpopo,Waterberg District,Lephalale LM,Ellisras team A,,4 days,Public
Limpopo,Waterberg District,Lephalale LM,Wutpoort Team A,,4 days,Public
Limpopo,Waterberg District,Mogalakwena LM,FH odendala team A,,4 days,Public
Limpopo,Waterberg District,Mogalakwena LM,George Masebe Team A,,4 days,Public
Limpopo,Waterberg District,Mogalakwena LM,Mokopane Team A,,4 days,Public
Limpopo,Waterberg District,Mogalakwena LM,Voortrekker Team A,,4 days,Public
Limpopo,Waterberg District,Thabazimbi LM,Thabazimbi Team A,,4 days,Public
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Medscheme Durban,"102 Stephen Dlamini Rd, Musgrave, Berea, 4001",5 days,Afrocentric (Private)
KwaZulu Natal,Amajuba DM,Newcastle LM,Clicks Pharmacy Amajuba Mall,Cnr Allen & Victoria Roads,5 days,Clicks (Private)
KwaZulu Natal,Ugu DM,Umdoni LM,Clicks Pharmacy Scottburgh,Old Main Road,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Gateway,"Shop G141-G142, Gateway Shopping Centre, c/o Gateway Blvd & Sugar Drive, Umhlanga Rocks",5 days,Clicks (Private)
KwaZulu Natal,King Cetshwayo DM,uMlalazi LM,Clicks Pharmacy Eshowe,Osborne Road,5 days,Clicks (Private)
KwaZulu Natal,Zululand DM,Ulundi LM,Clicks Pharmacy Ulundi,Cnr King Dinuzulu Highway & Princess Magogo Street,5 days,Clicks (Private)
KwaZulu Natal,King Cetshwayo DM,City of uMhlathuze LM,Clicks Pharmacy Richards Bay,Kruger Road,5 days,Clicks (Private)
KwaZulu Natal,Zululand DM,AbaQulusi LM,Clicks Pharmacy Vryheid,Cnr High & Utrecht Streets,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Kingsburgh,4 Araucaria Road,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Kloof,33 Village Road,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Kensington,C/O Kensington Drive,5 days,Clicks (Private)
KwaZulu Natal,Zululand DM,uPhongolo LM,Clicks Pharmacy Pongola,Cnr Naude and Jan Melie Streets,5 days,Clicks (Private)
KwaZulu Natal,Ugu DM,Ray Nkonyeni LM,Clicks Pharmacy Shelly Beach,"Shop 48 & 49, Shelly Beach Shopping Centre, Edward Street",5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks La Lucia Pharmacy,"Shop 30, La Lucia Mall, William Campbell Drive, La Lucia",5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy The Bluff,"Shop 19, The Bluff Centre, CNR Tara & Grays Inn Roads, Wentworth",5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy The Galleria - Amanzimtoti,C/O Moss Kolnik Street and N2,5 days,Clicks (Private)
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Clicks Pharmacy Victoria Road Pietermaritzburg,Victoria Road,5 days,Clicks (Private)
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Clicks Pharmacy Hayfields,28 Blackborough Road,5 days,Clicks (Private)
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Clicks Pharmacy Cascades,Mc Carthy Drive,5 days,Clicks (Private)
KwaZulu Natal,Amajuba DM,Newcastle LM,Clicks Pharmacy Newcastle Mall,newcastle Mall Ladysmith Road,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Pavilion,Cnr Spine & Jack Marten Roads,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Musgrave,"Shop 201 Mugrave Centre, 2nd Level Musgrave Cnt, Musgrave, Durban",5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Windermere,Cnr Windermere & Rosetta Roads,5 days,Clicks (Private)
KwaZulu Natal,Umzinyathi DM,Endumeni LM,Clicks Pharmacy Dundee,Karel Landman Street,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Cornubia,Bounded by Dube East Road Cornubia,5 days,Clicks (Private)
KwaZulu Natal,Uthukela DM,Alfred Duma LM,Clicks Pharmacy Ladysmith,C/O Queen Street and Murchison Street,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sanlam Centre Pinetown Clicks Pharmacy,"Shop 243, Pinecrest Centre, 17 Kings Road",5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Berea Centre,249 King Dinuzulu Road North,5 days,Clicks (Private)
KwaZulu Natal,uMgungundlovu DM,uMngeni LM,Clicks Pharmacy Howick,45 Old Main Road,5 days,Clicks (Private)
KwaZulu Natal,Ugu DM,Ray Nkonyeni LM,Clicks Pharmacy South Coast,Izotsha Road,5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Hammarsdale,"A12 & 13 Hammarsdale Junction, Cnr Kunene & R25, Hammarsdale, 3699",5 days,Clicks (Private)
